"Carrying infant, level ground",1.5896343144572884
"Carrying infant, upstairs",2.270178354078826
"Carrying 16 to 24 lbs, upstairs",2.722457752493158
"Carrying 25 to 49 lbs, upstairs",3.632626742520527
"Standing, playing with children, light",1.271397866273948
"Walk/run, playing with children, moderate",1.8148971635497992
"Walk/run, playing with children, vigorous",2.270178354078826
Carrying small children,1.361228876246579
"Loading, unloading car",1.361228876246579
"Climbing hills, carrying up to 9 lbs",3.1777389430221845
"Climbing hills, carrying 10 to 20 lb",3.406144381232894
"Climbing hills, carrying 21 to 42 lb",3.632626742520527
"Climbing hills, carrying over 42 lb",4.084906140934859
Walking downstairs,1.361228876246579
"Hiking, cross country",2.722457752493158
Bird watching,1.135966027154068
"Marching, rapidly, military",2.9508631907038674
"Children's games, hopscotch, dodgeball",2.270178354078826
Pushing stroller or walking with children,1.135966027154068
Pushing a wheelchair,1.8148971635497992
Race walking,2.9508631907038674
"Rock climbing, mountain climbing",3.632626742520527
Walking using crutches,2.270178354078826
Walking the dog,1.361228876246579
"Walking, under 2.0 mph, very slow",0.9075605889433583
"Walking 2.0 mph, slow",1.135966027154068
Walking 2.5 mph,1.361228876246579
"Walking 3.0 mph, moderate",1.4985837922895358
"Walking 3.5 mph, brisk pace",1.7250661535771685
"Walking 3.5 mph, uphill",2.722457752493158
"Walking 4.0 mph, very brisk",2.270178354078826
Walking 4.5 mph,2.8598126685361143
Walking 5.0 mph,3.632626742520527
"Boating, power, speed boat",1.135966027154068
"Canoeing, camping trip",1.8148971635497992
"Canoeing, rowing, light",1.361228876246579
"Canoeing, rowing, moderate",3.1777389430221845
"Canoeing, rowing, vigorous",5.447523906070327
"Crew, sculling, rowing, competition",5.447523906070327
Kayaking,2.270178354078826
Paddle boat,1.8148971635497992
"Windsurfing, sailing",1.361228876246579
"Sailing, competition",2.270178354078826
"Sailing, yachting, ocean sailing",1.361228876246579
"Skiing, water skiing",2.722457752493158
Ski mobiling,3.1777389430221845
"Skin diving, fast",7.264033972845931
"Skin diving, moderate",5.67632273531172
"Skin diving, scuba diving",3.1777389430221845
Snorkeling,2.270178354078826
"Surfing, body surfing or board surfing",1.361228876246579
"Whitewater rafting, kayaking, canoeing",2.270178354078826
"Swimming laps, freestyle, fast",4.540187331463885
"Swimming laps, freestyle, slow",3.1777389430221845
Swimming backstroke,3.1777389430221845
Swimming breaststroke,4.540187331463885
Swimming butterfly,4.993855618767106
"Swimming leisurely, not laps",2.722457752493158
Swimming sidestroke,3.632626742520527
Swimming synchronized,3.632626742520527
"Swimming, treading water, fast, vigorous",4.540187331463885
"Swimming, treading water, moderate",1.8148971635497992
"Water aerobics, water calisthenics",1.8148971635497992
Water polo,4.540187331463885
Water volleyball,1.361228876246579
Water jogging,3.632626742520527
"Diving, springboard or platform",1.361228876246579
"Ice skating, < 9 mph",2.4971949034006466
"Ice skating, average speed",3.1777389430221845
"Ice skating, rapidly",4.084906140934859
"Speed skating, ice, competitive",6.810365685542711
"Cross country snow skiing, slow",3.1777389430221845
"Cross country skiing, moderate",3.632626742520527
"Cross country skiing, vigorous",4.084906140934859
"Cross country skiing, racing",6.355084495013684
"Cross country skiing, uphill",7.491050522167752
"Snow skiing, downhill skiing, light",2.270178354078826
"Downhill snow skiing, moderate",2.722457752493158
"Downhill snow skiing, racing",3.632626742520527
"Sledding, tobagganing, luge",3.1777389430221845
Snow shoeing,3.632626742520527
Snowmobiling,1.5896343144572884
General housework,1.5896343144572884
Cleaning gutters,2.270178354078826
Painting,2.0449155049863155
"Sit, playing with animals",1.135966027154068
"Walk / run, playing with animals",1.8148971635497992
Bathing dog,1.5896343144572884
"Mowing lawn, walk, power mower",2.4971949034006466
"Mowing lawn, riding mower",1.135966027154068
"Walking, snow blower",1.5896343144572884
"Riding, snow blower",1.361228876246579
Shoveling snow by hand,2.722457752493158
Raking lawn,1.9524760939296737
"Gardening, general",1.8148971635497992
"Bagging grass, leaves",1.8148971635497992
Watering lawn or garden,0.6836866287397366
"Weeding, cultivating garden",2.0449155049863155
"Carpentry, general",1.5896343144572884
Carrying heavy loads,3.632626742520527
Carrying moderate loads upstairs,3.632626742520527
General cleaning,1.5896343144572884
"Cleaning, dusting",1.135966027154068
Taking out trash,1.361228876246579
"Walking, pushing a wheelchair",1.8148971635497992
"Teach physical education,exercise class",1.8148971635497992
